Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,barometer_7am,barometer_2pm,barometer_9pm_0,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5
1861-06-24,38,49,41,42.6,fog,cloudy,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,5,North-East,0,28.6,28.7,28.8,60,67,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-25,41,52,42,45,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,0,North-East,0,28.8,28.85,28.85,58,70,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-26,45,54,52,50.3,cloudy,cloudy,rain,NA,rain,6:00 PM,11:00 PM,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,0,West,0,28.7,28.6,28.6,56,72,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-27,51,72,55,59.33,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,None,None,None,North-West,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North-West,0,North-East,1,28.3,28.25,28.25,60,70,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-28,53,66,48,55.6,cloudy,clear,cloudy,NA,NA,NA,NA,NA,NA,None,None,None,North-West,NA,NA,NA,NA,None,None,None,North-West,North-West,2,North-West,5,North-East,2,28.2,28.15,28.2,60,68,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-29,46,66,48,53.3,cloudy,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,North-West,North-West,3,North-West,5,North-East,0,28.3,28.35,28.4,66,68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-06-30,44,74,54,57.3,cloudy,clear,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-West,6,North-West,6,North-East,0,28.45,28.45,28.5,68,71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-01,50,68,48,55.3,clear,cloudy,clear,NA,empty,empty,empty,empty,empty,0,Empty,Empty,Empty,empty,Empty,empty,North-West,7,Empty,empty,Empty,North-West,3,North,0,North-East,0,28.6,28.65,28.65,56,66,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-02,45,72,60,59,clear,clear,cloudy,NA,empty,empty,empty,empty,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-West,5,North,0,28.75,28.75,28.8,58,69,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-03,50,50,48,49.3,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North,2,North-East,6,North-East,4,28.9,28.95,28.95,66,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-04,40,75,58,57.6,clear,clear,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North,1,North-West,6,North-East,3,28.85,28.65,28.65,60,73,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,the Ther 95 [degrees] at 3:30 pm exposed in the sun,,,,
1861-07-05,52,65,50,55.6,clear,clear,rain,NA,rain,8:00 PM,11:00 PM,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,2,North-East,3,North-East,0,28.5,28.5,28.6,58,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halo round the sun at 5 pm,Rain is very heavily at 9 pm with Thunderat at a great distance at a face flashes of lightning,None,None,None
1861-07-06,53,60,45,52.6,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,North-East,3,North-East,0,28.55,28.55,28.55,60,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A observable rainbow in the morning,,,,
1861-07-07,43,43,41,42,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,North-East,3,South-East,0,28.8,28.8,28.8,70,75,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-08,46,44,42,43,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,South-West,0,South-East,0,South-East,1,29,29,28.8,63,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-09,63,75,64,67.3,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,4,North-West,4,South-East,0,28.3,28.25,28.2,70,70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-10,62,52,46,53.3,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,0,North-West,0,North-West,0,28.45,28.6,28.6,60,70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thunder lightning at 4 pm with heavy shower of rain lasted about 1/2 hour,,,,
1861-07-11,43,67,45,51.6,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,Empty,Empty,0,Empty,empty,Empty,East,2,South-West,1,East,4,28.8,28.9,29.05,62,62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-12,43,45,42,43.3,cloudy,rainy,rain,NA,rain,4:00 PM,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,East,1,North-East,2,East,0,29.05,28.9,28.8,56,70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-13,45,53,43,47,rain,cloudy,rain,NA,rain,empty,9:00 AM,empty,empty,empty,Empty,Empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,East,0,South-East,2,East,0,28.6,28.9,29.05,60,66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-14,43,58,40,47,rain,clear,clear,NA,rain,6:00 AM,8:00 AM,empty,empty,10,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,East,0,South-East,2,East,0,29.2,29.2,29.2,62,66,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15,46,58,48,50.6,clear,cloudy,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,North-East,Empty,East,Empty,29.2,29.05,29.05,66,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ther 33 [degrees] at Sunrise,None,None,None,None
1861-07-16,45,50,46,47,clear,cloudy,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,South-West,0,East,0,28.95,28.8,28.6,60,66,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur. Bor. very bright at 12 pm,,,,
1861-07-17,46,79,64,63,clear,clear,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,5,North-West,5,North-West,5,28.6,28.6,28.6,65,75,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ther in the snu at 4 pm 105 [degrees] + in the shade 82 [degrees],,,,
1861-07-18,58,72,48,59.3,clear,cloudy,rain,NA,rain,6:00 PM,empty,empty,empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,0,North-West,5,North-East,5,28.55,28.5,28.5,68,72,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thunder at 3 pm,None,None,None,None
1861-07-19,50,65,57,57.3,rain,clear,cloudy,NA,rain,8:00 AM,9:00 AM,empty,empty,empty,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,North-West,1,North-East,5,28.5,28.6,28.6,61,66,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20,45,51,45,47,cloudy,clear,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,2,North-West,1,North-East,4,28.65,28.7,28.7,58,60,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aur. Bor. very bright,None,None,None,None
1861-07-21,50,50,40,46.6,clear,clear,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,0,North-East,5,North-East,0,28.75,28.75,28.75,60,61,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22,48,54,45,49,cloudy,clear,clear,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North-East,0,North-East,Empty,North-East,0,28.7,28.75,28.75,55,69,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-23,40,74,49,54.3,clear,cloudy,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North-East,Empty,South,0,East,0,28.75,28.75,28.75,54,65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The ther at Sunrise 30 [degrees],None,None,None,None
1861-07-24,43,54,40,45.6,cloudy,cloudy,cloudy,NA,empty,empty,empty,empty,empty,7,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North-East,Empty,North-East,1,North-East,0,28.75,28.85,28.9,57,60,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-25,38,70,48,52,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North-West,0,North-West,0,North-West,0,28.9,28.9,28.9,60,70,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-26,52,80,55,62.3,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North,0,North-West,Empty,North-East,0,28.9,28.9,28.85,70,68,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-27,70,84,74,76,clear,clear,cloudy,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,empty,Empty,empty,Empty,North-West,5,North-West,Empty,North,6,28.85,28.9,28.9,64,80,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The ther at 120 [degrees] in the Sun at 2pm + blowing a strong wind,None,None,None,None
1861-07-28,64,75,56,65,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North,0,North-West,Empty,North,4,29.05,29.05,29.05,72,72,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur. Bor. very bright NE to W,None,None,None,None
1861-07-29,50,78,52,63.3,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North,0,North-East,Empty,North,0,29.05,28.85,28.95,64,74,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-30,50,88,58,65.3,clear,clear,clear,NA,empty,empty,empty,empty,empty,0,Empty,empty,Empty,0,Empty,empty,Empty,0,Empty,empty,Empty,North,0,North-East,Empty,North,0,28.9,28.85,28.8,70,72,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The ther at 3pm in the sun 136 [degrees],None,None,None,None
1861-07-31,56,78,61,65,cloudy,rainy,cloudy,NA,empty,empty,empty,empty,empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,empty,Empty,North,0,North-East,Empty,North,0,28.7,28.55,28.45,60,70,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-01,60,68,50,59.3,cloudy,cloudy,clear,NA,None,8:00 AM,11:00 AM,None,None,None,None,None,North-East,NA,NA,NA,NA,NA,NA,NA,NA,North,1,North,0,North,0,28.35,28.4,28.5,68,67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur. Bor. very bright E to N,,,,
1861-08-02,48,72,52,57.3,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,2,North,1,North,Illegible,28.5,28.55,28.5,60,69,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright SE to W,The ther at 3pm in the sun stood 102 degrees,,,
1861-08-03,45,68,50,54.3,clear,cloudy,rain,NA,None,4:00 PM,None,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,0,North-East,5,North-East,5,28.4,28.4,28.35,61,71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ther at nơn in the shade 80 [degrees],Distant thunder heard at 3 pm to W,None,None,None
1861-08-04,48,66,52,55.3,cloudy,cloudy,clear,NA,None,None,5:00 AM,None,None,None,None,None,North,None,None,None,North,NA,NA,NA,NA,North,4,North,2,North,0,28.3,28.3,28.25,65,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur. Bor. NE to W low,Empty,,,
1861-08-05,43,50,48,47,cloudy,rain,rain,NA,None,11:00 AM,12:00 PM,None,None,None,None,None,North,NA,NA,NA,NA,NA,NA,NA,NA,North,0,North-East,2,North-East,4,28.25,28.2,28.2,66,65,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-06,47,54,45,48.6,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,None,None,None,North-East,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,0,North-East,0,28.3,28.4,28.5,60,68,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-07,46,45,44,45,foggy,foggy,foggy,NA,NA,NA,NA,NA,NA,None,None,None,North-East,NA,NA,NA,NA,NA,NA,NA,NA,East,1,East,4,East,1,28.55,28.65,28.75,61,75,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-08,45,49,50,48,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,None,None,None,North-East,NA,NA,NA,NA,NA,NA,NA,NA,East,0,East,2,East,0,28.75,28.75,28.75,63,63,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-09,48,50,44,47.3,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East,0,East,5,East,4,28.7,28.65,28.65,54,55,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy showers of rain + the loud clap of thunder during the day,,,,
1861-08-10,42,43,40,41.6,cloudy,cloudy,fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East,0,East,4,East,4,28.65,28.65,28.65,61,68,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-11,48,54,48,50,fog,cloudy,rain,NA,None,8:00 PM,10:00 PM,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,4,East,4,28.6,28.6,28.65,58,58,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-12,43,49,45,45.6,cloudy,fog,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,0,East,0,28.65,28.7,28.75,56,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur. Bor. very bright at 12 pm,None,None,None,None
1861-08-13,39,60,43,47.3,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North-West,0,East,0,28.85,28.85,28.85,56,60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-14,36,64,52,50.6,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-West,4,North-West,3,East,0,28.85,28.85,28.85,55,60,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright all over at 9pm,,,,
1861-08-15,39,66,50,51.6,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-East,2,North-East,0,28.85,28.8,28.8,55,58,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-16,59,74,54,62.3,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-East,0,North-West,4,North-East,0,28.75,28.7,28.7,60,64,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright all over at 10pm,,,,
1861-08-17,60,78,70,69.3,cloudy,clear,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,North-West,West,5,North-West,5,North-West,2,28.7,28.65,28.6,65,76,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-18,58,74,48,60,cloudy,cloudy,cloudy,NA,None,4:00 PM,7:00 PM,None,None,None,None,None,North-West,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North,2,North,1,28.6,28.7,28.7,67,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-19,42,46,42,43.3,cloudy,cloudy,cloudy,NA,NA,NA,NA,NA,NA,None,None,None,North-East,NA,NA,NA,NA,NA,NA,NA,NA,North-East,1,North-East,2,North,0,28.75,28.85,28.85,62,55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-20,38,60,51,49.6,cloudy,clear,clear,NA,NA,NA,NA,NA,NA,None,None,None,North,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North,0,North,0,28.85,28.85,28.85,48,65,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright at 9 pm SE to W,,,,
1861-08-21,45,72,50,55.6,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,0,North-West,5,North-West,0,28.85,28.8,28.75,54,66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright at 9 pm SE to W,,,,
1861-08-22,52,68,50,56.6,rain,cloudy,cloudy,NA,None,6:00 AM,12:00 AM,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North-West,0,North,0,28.6,28.55,28.55,60,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-23,47,46,42,44.3,fog,cloudy,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,2,North,4,North,0,28.4,28.55,28.7,55,58,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-24,40,48,42,43.3,cloudy,cloudy,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-West,0,North-East,2,North,0,28.75,28.9,28.95,54,56,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor faint at 9pm,Rainbow at 2 pm,,,
1861-08-25,40,49,43,44,cloudy,cloudy,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,0,North-East,3,North-East,4,28.95,29,29,55,62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-26,41,68,48,52.3,cloudy,cloudy,rain,NA,None,6:00 PM,None,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,0,West,0,North-East,2,28.9,28.9,28.9,56,68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-27,46,49,45,46.6,rain,rain,rain,NA,Empty,6:00 PM,1:00 PM,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,3,North-East,5,North-East,5,28.8,28.8,28.8,60,68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-28,40,49,38,42.3,rain,cloudy,clear,NA,None,None,6:00 AM,None,None,NA,NA,NA,NA,None,None,None,West,NA,NA,NA,NA,East,1,East,5,North,0,28.9,28.9,28.95,55,65,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-08-29,38,49,40,42.3,clear,clear,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East,0,East,3,North-East,0,28.9,28.85,28.85,60,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Aur Bor very bright all over,,,,
