Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,transcriber_comments,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments
1872-01-28,21.1,25.8,22.1,None,NA,NA,NA,NA,,,,Retracted,Retracted,10,Fog,None,None,10,Fog,None,None,10,-,None,None,South-West,1,South-West,2,South-West,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - Fine all day: at 2pm sky cleared off to the North - Some cloud to the south at 9pm - Calm,None,None,None,None,,,
1872-01-29,19,28,25.5,None,NA,NA,NA,NA,,10:00 AM,4:00 PM,0.38,5,10,Fog,None,None,10,None,None,None,10,None,None,None,South-East,0,South-East,3,South-West,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fog - Commenced snow at 10am - Ended at 4pm - Wind shifted and cleared off, blew hard",None,None,None,None,,,
1872-01-30,12.1,16.1,12.2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Cumulus,None,None,3,Cirro-cumulus,None,None,8,Nimbus,None,None,West,1,West,4,West,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning clouds Cu. going to the Eastward, blowing hard - A large bauk Nim. cloud to the Northward",None,None,None,None,,,
1872-01-31,15,18,15,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Nimbus,None,None,6,Cumulo-stratus,None,None,0,None,None,None,North-West,4,North-West,4,West,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wind shifted to N.W. and commenced drifting - wind sharp - continuous blowing all day - Very cold - Starry at night - Pretty clear.,None,None,None,None,,,
1872-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.74,29.75,29.78,24,36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - clouds nim - little wind - 2pm clouds stratus and strigly - wind sharp - wind W.S.W - Night starry - looks for snow,,,,,,,
1872-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,29.85,29.95,20,35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - wind hard - clouds going  towards East - afternoon fine - wind sharp at night - lower cloud - aurora not distinct,,,,,,,
1872-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.12,30.22,30.388,22,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - Sky pretty clear - clouds cir. Cu - very fine and clear at 2pm - at 9pm wind changed - aurora not distinct,,,,,,,
1872-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,30.08,29.45,26,38,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moring sky very red - fog and wind - cleared off and dull - Commenced snow at 1:30pm - Drifting and blowing at 9pm - Hail, rain and snow",None,None,None,None,,,
1872-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.02,29.19,29.574,40,41,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning clear - clouded up again - looks for wind at noon -  blew hard in evening to almost a gale - continued blowing  all night - black clouds north,None,None,None,None,,,
1872-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,29.936,30.04,27,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - Halo round sun - little Cir. clouds - blowing hard and cold - night dull and cold - lower cloud Nim - Upper Cir.,None,None,None,None,,,
1872-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,29.298,29.3,35,51,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning commenced hail at 7am - all Nim. clouds - rain,between,11 and 12 with very much wind - cloud going North at 2pm - sky cleared - Cir clouds and blowing hard,,,,,
1872-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.68,29.84,30.03,21,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning  blowing hard - Wind getting up from W.S.W. and West at 2pm - Wind tending to the North and moderating - at 9pm wind backing to S.W.,None,None,None,None,,,
1872-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.92,29.862,30.06,19,35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - Spitting snow - fog cleared off - Cir. clouds going East - at 2pm fine - drifting a little at 3pm - Getting up all cloud again,None,None,None,None,,,
1872-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.15,30.12,30.15,18,31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - at 2pm fine - Clouds Rolled Cu. - wind about W.S.W - Barometer falling - Harbour caught over - Night fine and starry- Aurora visible,None,None,None,None,,,
1872-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.18,30.2,30.16,27,43,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning calm - Very fine - Wind North - Continued fine all day - No wind - Starry at night - Aurora just visible,None,None,None,None,,,
1872-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.01,30.05,29.76,35,49,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull but mild - H[arbour?] still caught - Little wind and fine - Continued so all day and up to 9pm - Barometer falling - Commenced hail at 10:30pm,None,None,None,None,,,
1872-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,29.228,29.35,41,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - rained all night - Very mild - A great darkness at 8:30am - at 9 wind rising - Misting all day,,,,,,,
1872-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.48,29.58,29.69,41,50,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - Blowing - Snowing a little - then thawing and misting - Streaks,from the [illegible ],over- regular thaw set in,,,,,
1872-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.92,29.86,29.81,41,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning hazy and foggy - Wind to N.E. - Very mild - a good deal of slab ice seen off - at 9pm commenced misting and raining and silver thaw,None,None,None,None,,,
1872-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.48,29.26,29.022,48,60,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fogg - Very dull - at 8am commenced rain and continued up to 2pm - At night raining - halo round the moon,None,None,None,None,,,
1872-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,29.28,29.35,42,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine - clouds Cir., Stratus. up[per], N.E. lower clouds steady - Sun not seen - at 1pm spitting snow and contined spitting all night",None,None,None,None,,,
1872-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,29.504,29.33,39,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine - Spitting snow - Clouds Cir.St drifting East - Clouds breaking, and clouding up again - Commenced snow at 6pm",None,None,None,None,,,
1872-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,29.3,29.5,36,45,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning drifting - All cloud wind  -,Illegible,with very hard travelling - wind light - at night fine and starry - Cir.Cu. clouds - very thin halo moon,None,None,,,
1872-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.68,29.7,29.78,29,46,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - Solar Halo - Lower clouds St. Higher clouds think - Afternoon very fine and moderate - Sunset sky on south and west horizon red streaks,None,None,None,None,,,
1872-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.65,29.58,29.54,35,38,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - Looked threatening  - sun vaporous - Very fine and clam all day and night- Red streak of clouds to the North,None,None,None,None,,,
1872-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,29.34,29.4,39,50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning showering - Mild and cloudy - Afternoon fine - no wind - at night sky very clear and starry,None,None,None,None,,,
1872-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.35,29.07,28.55,39,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - calm - snow and drifting a little at 1pm - 3pm hail - at 4pm heavy rain and continued misting up to 9pm,None,None,None,None,,,
1872-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.11,29.3,29.45,31,39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning solar halo - fog - looks for a breeze - Spitting snow and drift all day up to 9pm - Spitting snow - Mild, all cloud",None,None,None,None,,,
1872-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.53,29.58,29.6,27,40,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moring fine but cloud - at noon sun shone out and at intervals - clouds cleared a little - night fine and starry,None,None,None,None,,,
1872-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59,29.486,29.37,34,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - calm but misting all day - Silver thaw evening - blowing at night - Halo round the moon,None,None,None,None,,,
1872-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05,29,28.95,42,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - commenced snow at 7pm [am?] - very calm - fog all day - misting at 1pm - Commenced snow at 3pm - night clear and starry,None,None,None,None,,,
1872-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.06,28.89,28.87,38,50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moring fine - up,Illegible,S. - sun very vaporous at 2pm - Spitting snow and cloudy - at 9pm drifint a little,None,None,,,
1872-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.878,28.7,28.84,36,44,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morinng fine - wind sharp - Commenced snow at 9am and continued so all day - at 10 pm commenced drifting again,None,None,None,None,,,
1872-03-01,28.8,30,23,,NA,NA,NA,NA,None,None,None,0.02,0.2,10,None,None,None,10,None,None,None,10,None,None,None,North,1,North,2,North,3,29.03,29.3,29.35,38,45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine hazy, spitting snow all day and drifting","evening fine, only cleared off at night from haze cloud",,,,,,
1872-03-02,17,22,12.5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,None,None,None,5,None,None,None,0,None,None,None,West,1,West,0,West,0,29.55,29.7,29.83,29,44,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine but cloudy, spitting snow at 2 pm",afternoon fine and clear,"night starry, harbour caught over",None,None,,,
1872-03-03,20,24,27,None,NA,NA,NA,NA,None,1:00 PM,None,0.05,0.75,10,None,None,None,10,None,None,None,10,None,None,None,East,3,East,3,East,0,29.624,29.27,29.02,29,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine [com] snow at 1 am, continued all day and night and drifting, very mild",None,None,None,None,,,
1872-03-04,31,35,26.5,None,NA,NA,NA,NA,None,None,None,0.3,-,10,None,None,None,10,None,None,None,0,None,None,None,North,2,North,2,North-East,0,29.48,29.73,29.87,38,53,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning snowing ceased at 10am, 1 pm, commenced thawing freely",[solar halo] harbor blocked up with ice,night fine & starry,,,,,
1872-03-05,25.5,35,30.8,None,NA,NA,NA,NA,None,None,None,0.29,5,10,Fog,None,None,9,Fog,None,None,0,None,None,None,East,0,South-East,0,South-East,0,29.9,29.77,29.58,37,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning foggy very calm, fog cleared off",ice still coming in afternoon fine but dull at night sky clear,,,,,,
1872-03-06,26,31,23.5,None,NA,NA,NA,NA,None,None,None,-,-,8,Cumulo-stratus,None,None,1,Cirrus,None,None,0,None,None,None,West-South-West,2,West,2,West,0,29.66,29.78,29.784,42,50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning drifting til 9am, 1 pm, fine & calm& continued so all afternoon",night fine but dark sky heavy no stars,spitting snow at 10 am,,,,,
1872-03-07,32.8,36,31.5,None,NA,NA,NA,NA,None,None,None,0.61,6.75,10,None,None,None,10,None,None,None,9,None,None,None,East,0,North,0,North,2,29.37,29.22,29.08,41,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,morning calm + snowing continued up to 2 pm,"wind very light, sky cleared off with cir. cloud very steady, stormy at night but dull",None,None,None,,,
1872-03-08,21,27.5,19.8,None,NA,NA,NA,NA,None,None,None,0.34,3.5,10,None,None,None,10,None,None,None,8,None,None,None,North-East,1,North-East,1,North-North-West,0,28.92,28.8,28.81,34,54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning foggy, cleared off at noon at 2 pm, clouded up again at 8pm wind getting up, fog cleared off red streak of cloud wind",,,,,,,
1872-03-09,28,31.2,25.8,None,NA,NA,NA,NA,None,None,None,0.79,1.5,8,None,None,None,10,None,None,None,0,None,None,None,West-North-West,4,West-North-West,4,West-North-West,4,28.824,29.17,29.56,31,47,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning sharp and drifting a little, ice clearing off 2pm","evening drifting and blowing + continued, Red streaks cloud West",,,,,,
1872-03-10,18,27,28,None,NA,NA,NA,NA,None,None,None,0.4,-,0,None,None,None,2,Cirrus,None,None,0,None,None,None,West,0,West,0,West,0,29.9,30.08,30,30,46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"snowy fine and dry, clear up to 2pm, evening fine and continued to all the night & [messy] mild",None,None,None,None,,,
1872-03-11,37,34.5,29,None,NA,NA,NA,NA,None,None,None,-,-,10,None,None,None,10,None,None,None,8,Nimbus,None,None,West-South-West,5,West-South-West,6,West-South-West,6,29.306,29.162,29.37,39,54,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rained at night + morning, ceased at 1pm","blowing hard from SSW, moderated a little at night, spitting snow aurora great nimbus cloud going N-E",,,,,,
1872-03-12,23.8,21.2,15.2,None,NA,NA,NA,NA,None,None,None,0.3,-,5,Cumulo-stratus,None,None,10,None,None,None,10,None,None,None,North-East,4,North-East,4,North-East,0,30,30.08,30.13,31,46,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine wind sharp and cold, continued so all day [illegible], spitting snow at night",None,None,None,None,,,
1872-03-13,24,28.8,31.8,Empty,NA,NA,NA,NA,None,None,None,1.31,3.5,10,Fog,None,None,10,Fog,None,None,10,Fog,None,None,North-East,5,North-North-East,5,North,4,29.67,29.32,29.05,31,45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blew hard all night, morning drifting & hail, continued blowing","rain, hail, snow and thawing & silver thaw a little",Harbour blocked up with ice,,,,,
1872-03-14,31,30,25,None,NA,NA,NA,NA,None,None,None,0.89,4,10,Fog,None,None,10,Fog,None,None,10,Fog,None,None,North-East,5,North-North-East,5,North-East,4,29.1,29.4,29.65,40,48,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning drifting and snowing, at 2pm, blowing hard, driffting & continued all the afternoon, moderated at night",None,None,None,None,,,
1872-03-15,24.5,32,24,None,NA,NA,NA,NA,None,None,None,0.45,1,1,None,None,None,5,Cirrus,None,None,10,None,None,None,North,1,South,0,North-East,2,29.866,29.85,29.59,34,50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine, held up all day, at 2pm","solar halo, splitting snow, at night mind began to rise at 11 pm and blow hard during the night",None,None,None,,,
1872-03-16,33.5,31,21.5,None,NA,NA,NA,NA,None,None,None,0.02,1.25,5,Cirro-cumulus,None,North,5,Cirro-cumulus,None,North,5,Cirro-cumulus,None,North,South-East,2,South,4,South,5,28.92,28.9,28.82,38,52,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blew hard all night. little snow, stormy all day with alternate snow showers and heavy gusts of drifting and blowing all night",,,,,,,
1872-03-17,25,24,21,None,NA,NA,NA,NA,None,None,None,0.12,0.02,3,Cumulo-stratus,Empty,East,3,Cumulo-stratus,None,East,5,Cumulo-stratus,None,East,West-South-West,0,West-South-West,0,West,0,28.88,29.17,29.31,30,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning [illegible] with drift, continued so all day and squally with intermittent snow showers, wind continued all night",,,,,,,
1872-03-18,24,27,28.5,None,NA,NA,NA,NA,None,None,None,1.41,4.25,0,None,None,None,10,None,None,None,10,None,None,None,Retracted,3,South-East,6,West-South-West,6,29.53,29.34,28.86,31,48,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine, continued to snow and drift at 12am, 3:30 pm","storm cont. and blew with great force at 7 & 8 pm, no wind at 9 pm, wind continued and blew with [illegible]",increasing fury all night,,,,,
1872-03-19,22,23,19,None,NA,NA,NA,NA,None,None,None,1.09,11,6,Cumulus,None,East,6,Cumulus,None,East,5,None,None,None,West,3,West-North-West,3,West,1,29.2,29.34,29.5,26,36,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"still blowing and drifting, clearing at inverals at 9pm, wind moderated, snowed all night a very heavy gale",None,None,None,None,,,
1872-03-20,32,32,19.6,None,NA,NA,NA,NA,None,None,None,None,0.25,10,None,None,None,8,None,None,None,8,None,None,None,South,1,South,4,West,1,28.95,29.29,29.39,31,50,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,morning little snow no wind,sun shone but at intervals (halo wind sun),"evening fine night fine night, fine lesser halo",,,,,
1872-03-21,25.2,27,14,None,NA,NA,NA,NA,None,None,None,0.9,7.5,10,None,None,None,10,None,None,None,10,None,None,None,South,2,South,4,North-West,0,29.154,29.1,29.14,35,49,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning continued snow at 6:30am, ceased at 1pm, at 4pm snow storm [illegible] with wind from NW and ceased at 8pm",None,None,None,None,,,
1872-03-22,23,26.5,20.5,None,NA,NA,NA,NA,None,None,None,-,-,8,None,None,None,5,None,None,None,10,None,None,None,South,1,South-West,3,West,0,29.44,29.57,29.64,30,45,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning continued snow at 6:30am, ceased at 1pm, at 4pm snow storm commenced with wind from NW and ceased at 8pm",thawing freely hold up fine all evening and night,,,,,,
1872-03-23,25,27,20,None,NA,NA,NA,NA,None,Empty,None,-,-,8,Cumulo-stratus,None,None,9,Cumulo-stratus,None,None,0,None,None,None,West,0,West,0,West,0,29.82,29.83,29.012,31,50,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine held up all day, night beautiful and fine, and very starry",None,None,None,None,,,
1872-03-24,24,27,28,None,NA,NA,NA,NA,None,None,None,0.6,5.75,9,Fog,None,None,10,Fog,None,None,10,Fog,None,None,South,1,East,3,East,4,29,29.8,29.53,30,44,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"morning fine, looked heavy and very changeable all day, snow storm set in at 4:30 pm and continued up to 11 pm",None,None,None,None,,,
